yolo,Protocolo,DataEnvio,FoiProrrogado,Anonimo,Ativo,usuario_nome,Nome,Ativo,agente_UF,agente_Poder,agente_Nivel_Federativo,agente_nome,status_final_pedido_nome,ano
5126,10437,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SPMB - Subprefeitura MBoi Mirim,1,São Paulo,Executivo,Municipal,SPMB - Subprefeitura MBoi Mirim,Atendido,2015
5127,10438,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SPMG - Subprefeitura Vila Maria/Vila Guilherme,1,São Paulo,Executivo,Municipal,SPMG - Subprefeitura Vila Maria/Vila Guilherme,Atendido,2015
5128,10439,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SPMO - Subprefeitura Mooca,1,São Paulo,Executivo,Municipal,SPMO - Subprefeitura Mooca,Atendido,2015
5129,10440,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SPMP - Subprefeitura São Miguel Paulista,1,São Paulo,Executivo,Municipal,SPMP - Subprefeitura São Miguel Paulista,Atendido,2015
5130,10441,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SPP - Companhia São Paulo de Parcerias,1,São Paulo,Executivo,Municipal,SPP - Companhia São Paulo de Parcerias,Atendido,2015
5131,10442,2015-01-15,1,0,1,Controladoria Geral do Município de São Paulo,SPPA - Subprefeitura Parelheiros,1,São Paulo,Executivo,Municipal,SPPA - Subprefeitura Parelheiros,Atendido,2015
5132,10443,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SPPE - Subprefeitura Penha,1,São Paulo,Executivo,Municipal,SPPE - Subprefeitura Penha,Atendido,2015
5133,10444,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SPPI - Subprefeitura Pinheiros,1,São Paulo,Executivo,Municipal,SPPI - Subprefeitura Pinheiros,Atendido,2015
5134,10445,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SPPJ - Subprefeitura Pirituba/Jaraguá,1,São Paulo,Executivo,Municipal,SPPJ - Subprefeitura Pirituba/Jaraguá,Atendido,2015
5135,10446,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SPPR - Subprefeitura Perus,1,São Paulo,Executivo,Municipal,SPPR - Subprefeitura Perus,Atendido,2015
5136,10447,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SPSA - Subprefeitura Santo Amaro,1,São Paulo,Executivo,Municipal,SPSA - Subprefeitura Santo Amaro,Atendido,2015
5137,10448,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SPSB - Subprefeitura Sapopemba,1,São Paulo,Executivo,Municipal,SPSB - Subprefeitura Sapopemba,Atendido,2015
5138,10449,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SPSE - Subprefeitura Sé,1,São Paulo,Executivo,Municipal,SPSE - Subprefeitura Sé,Atendido,2015
5139,10450,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SPSEC - Companhia Paulistana de Securitização,1,São Paulo,Executivo,Municipal,SPSEC - Companhia Paulistana de Securitização,Atendido,2015
5140,10452,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SPST - Subprefeitura Santana/Tucuruvi,1,São Paulo,Executivo,Municipal,SPST - Subprefeitura Santana/Tucuruvi,Atendido,2015
5141,10453,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SPTrans - São Paulo Transportes S/A,1,São Paulo,Executivo,Municipal,SPTrans - São Paulo Transportes S/A,Atendido,2015
5142,10454,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SPTURIS - São Paulo Turismo S/A,1,São Paulo,Executivo,Municipal,SPTURIS - São Paulo Turismo S/A,Atendido,2015
5143,10455,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SPVM - Subprefeitura Vila Mariana,1,São Paulo,Executivo,Municipal,SPVM - Subprefeitura Vila Mariana,Atendido,2015
5144,10456,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SPVP - Subprefeitura Vila Prudente,1,São Paulo,Executivo,Municipal,SPVP - Subprefeitura Vila Prudente,Atendido,2015
5145,10458,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,TMSP - Fundação Theatro Municipal de São Paulo,1,São Paulo,Executivo,Municipal,TMSP - Fundação Theatro Municipal de São Paulo,Atendido,2015
5146,10460,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SECOM - Secretaria Executiva de Comunicação,1,São Paulo,Executivo,Municipal,SECOM - Secretaria Executiva de Comunicação,Atendido,2015
5147,10461,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SECOM - Secretaria Executiva de Comunicação,1,São Paulo,Executivo,Municipal,SECOM - Secretaria Executiva de Comunicação,Atendido,2015
5148,10462,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,SMPED - Secretaria Municipal da Pessoa com Deficiência e Mobilidade Reduzida,1,São Paulo,Executivo,Municipal,SMPED - Secretaria Municipal da Pessoa com Deficiência e Mobilidade Reduzida,Atendido,2015
5149,10463,2015-01-15,0,0,1,Controladoria Geral do Município de São Paulo,AHM - Autarquia Hospitalar,1,São Paulo,Executivo,Municipal,AHM - Autarquia Hospitalar,Atendido,2015
5150,10464,2015-01-15,1,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5151,10465,2015-01-15,1,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5152,10466,2015-01-15,1,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5153,10467,2015-01-15,1,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5154,10468,2015-01-15,1,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5155,10471,2015-01-16,0,0,1,Controladoria Geral do Município de São Paulo,SES - Secretaria Municipal de Serviços,1,São Paulo,Executivo,Municipal,SES - Secretaria Municipal de Serviços,Atendido,2015
5156,10473,2015-01-16,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5157,10474,2015-01-16,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5158,10475,2015-01-16,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5159,10476,2015-01-16,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5160,10477,2015-01-16,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5161,10478,2015-01-16,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5162,10479,2015-01-16,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5163,10481,2015-01-17,0,0,1,Controladoria Geral do Município de São Paulo,SPSA - Subprefeitura Santo Amaro,1,São Paulo,Executivo,Municipal,SPSA - Subprefeitura Santo Amaro,Atendido,2015
5164,10482,2015-01-18,0,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5165,10484,2015-01-18,0,0,1,Controladoria Geral do Município de São Paulo,COHAB - Companhia Metropolitana de Habitação,1,São Paulo,Executivo,Municipal,COHAB - Companhia Metropolitana de Habitação,Atendido,2015
5166,10484,2015-01-21,0,0,1,Controladoria Geral do Município de São Paulo,COHAB - Companhia Metropolitana de Habitação,1,São Paulo,Executivo,Municipal,COHAB - Companhia Metropolitana de Habitação,Atendido,2015
5167,10485,2015-01-18,0,0,1,Controladoria Geral do Município de São Paulo,SMDHC - Secretaria Municipal de Direitos Humanos e Cidadania,1,São Paulo,Executivo,Municipal,SMDHC - Secretaria Municipal de Direitos Humanos e Cidadania,Atendido,2015
5168,10487,2015-01-19,0,0,1,Controladoria Geral do Município de São Paulo,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,1,São Paulo,Executivo,Municipal,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,Atendido,2015
5169,10488,2015-01-19,1,0,1,Controladoria Geral do Município de São Paulo,SPTrans - São Paulo Transportes S/A,1,São Paulo,Executivo,Municipal,SPTrans - São Paulo Transportes S/A,Atendido,2015
5170,10488,2015-02-09,1,0,1,Controladoria Geral do Município de São Paulo,SPTrans - São Paulo Transportes S/A,1,São Paulo,Executivo,Municipal,SPTrans - São Paulo Transportes S/A,Atendido,2015
5171,10489,2015-01-19,0,0,1,Controladoria Geral do Município de São Paulo,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,1,São Paulo,Executivo,Municipal,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,Atendido,2015
5172,10491,2015-01-19,0,0,1,Controladoria Geral do Município de São Paulo,SMDU - Secretaria Municipal de Desenvolvimento Urbano,1,São Paulo,Executivo,Municipal,SMDU - Secretaria Municipal de Desenvolvimento Urbano,Atendido,2015
5173,10491,2015-01-26,0,0,1,Controladoria Geral do Município de São Paulo,SMDU - Secretaria Municipal de Desenvolvimento Urbano,1,São Paulo,Executivo,Municipal,SMDU - Secretaria Municipal de Desenvolvimento Urbano,Atendido,2015
5174,10492,2015-01-19,0,0,1,Controladoria Geral do Município de São Paulo,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,1,São Paulo,Executivo,Municipal,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,Atendido,2015
5175,10493,2015-01-19,0,0,1,Controladoria Geral do Município de São Paulo,AMLURB - Autoridade Municipal de Limpeza Urbana,1,São Paulo,Executivo,Municipal,AMLURB - Autoridade Municipal de Limpeza Urbana,Atendido,2015
5176,10494,2015-01-19,0,0,1,Controladoria Geral do Município de São Paulo,AMLURB - Autoridade Municipal de Limpeza Urbana,1,São Paulo,Executivo,Municipal,AMLURB - Autoridade Municipal de Limpeza Urbana,Atendido,2015
5177,10495,2015-01-19,0,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5178,10495,2015-01-29,0,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5179,10496,2015-01-19,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5180,10497,2015-01-19,0,0,1,Controladoria Geral do Município de São Paulo,CET - Companhia de Engenharia de Tráfego,1,São Paulo,Executivo,Municipal,CET - Companhia de Engenharia de Tráfego,Atendido,2015
5181,10498,2015-01-20,0,0,1,Controladoria Geral do Município de São Paulo,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,1,São Paulo,Executivo,Municipal,SF - Secretaria Municipal de Finanças e Desenvolvimento Econômico,Atendido,2015
5182,10500,2015-01-20,0,0,1,Controladoria Geral do Município de São Paulo,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,1,São Paulo,Executivo,Municipal,SVMA - Secretaria Municipal do Verde e do Meio Ambiente,Atendido,2015
5183,10502,2015-01-20,0,0,1,Controladoria Geral do Município de São Paulo,SIURB - Secretaria Municipal de Infraestrutura Urbana e Obras,1,São Paulo,Executivo,Municipal,SIURB - Secretaria Municipal de Infraestrutura Urbana e Obras,Atendido,2015
5184,10502,2015-01-28,0,0,1,Controladoria Geral do Município de São Paulo,SIURB - Secretaria Municipal de Infraestrutura Urbana e Obras,1,São Paulo,Executivo,Municipal,SIURB - Secretaria Municipal de Infraestrutura Urbana e Obras,Atendido,2015
5185,10503,2015-01-20,0,0,1,Controladoria Geral do Município de São Paulo,SPTrans - São Paulo Transportes S/A,1,São Paulo,Executivo,Municipal,SPTrans - São Paulo Transportes S/A,Atendido,2015
5186,10504,2015-01-20,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5187,10506,2015-01-20,0,0,1,Controladoria Geral do Município de São Paulo,COHAB - Companhia Metropolitana de Habitação,1,São Paulo,Executivo,Municipal,COHAB - Companhia Metropolitana de Habitação,Atendido,2015
5188,10507,2015-01-20,0,0,1,Controladoria Geral do Município de São Paulo,SGM - Secretaria do Governo Municipal,1,São Paulo,Executivo,Municipal,SGM - Secretaria do Governo Municipal,Atendido,2015
5189,10507,2015-01-26,0,0,1,Controladoria Geral do Município de São Paulo,SGM - Secretaria do Governo Municipal,1,São Paulo,Executivo,Municipal,SGM - Secretaria do Governo Municipal,Atendido,2015
5190,10508,2015-01-21,0,0,1,Controladoria Geral do Município de São Paulo,SMT - Secretaria Municipal de Transportes,1,São Paulo,Executivo,Municipal,SMT - Secretaria Municipal de Transportes,Atendido,2015
5191,10509,2015-01-21,0,0,1,Controladoria Geral do Município de São Paulo,SMG - Secretaria Municipal de Gestão,1,São Paulo,Executivo,Municipal,SMG - Secretaria Municipal de Gestão,Atendido,2015
5192,10510,2015-01-21,1,0,1,Controladoria Geral do Município de São Paulo,"SEME - Secretaria Municipal de Esportes, Lazer e Recreação",1,São Paulo,Executivo,Municipal,"SEME - Secretaria Municipal de Esportes, Lazer e Recreação",Atendido,2015
5193,10511,2015-01-21,0,0,1,Controladoria Geral do Município de São Paulo,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,1,São Paulo,Executivo,Municipal,SMADS - Secretaria Municipal de Assistência e Desenvolvimento Social,Atendido,2015
5194,10512,2015-01-21,0,0,1,Controladoria Geral do Município de São Paulo,SP OBRAS - São Paulo Obras,1,São Paulo,Executivo,Municipal,SP OBRAS - São Paulo Obras,Atendido,2015
5195,10513,2015-01-21,0,0,1,Controladoria Geral do Município de São Paulo,SEHAB - Secretaria Municipal de Habitação,1,São Paulo,Executivo,Municipal,SEHAB - Secretaria Municipal de Habitação,Atendido,2015
5196,10514,2015-01-21,0,0,1,Controladoria Geral do Município de São Paulo,SPIP - Subprefeitura Ipiranga,1,São Paulo,Executivo,Municipal,SPIP - Subprefeitura Ipiranga,Atendido,2015
5197,10515,2015-01-21,0,0,1,Controladoria Geral do Município de São Paulo,SME - Secretaria Municipal de Educação,1,São Paulo,Executivo,Municipal,SME - Secretaria Municipal de Educação,Atendido,2015
5198,10517,2015-01-22,0,0,1,Controladoria Geral do Município de São Paulo,SPVM - Subprefeitura Vila Mariana,1,São Paulo,Executivo,Municipal,SPVM - Subprefeitura Vila Mariana,Atendido,2015
5199,10518,2015-01-22,0,0,1,Controladoria Geral do Município de São Paulo,SEL - Secretaria Especial de Licenciamentos,1,São Paulo,Executivo,Municipal,SEL - Secretaria Especial de Licenciamentos,Atendido,2015
5200,10519,2015-01-22,0,0,1,Controladoria Geral do Município de São Paulo,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,1,São Paulo,Executivo,Municipal,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,Atendido,2015
5201,10519,2015-01-29,0,0,1,Controladoria Geral do Município de São Paulo,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,1,São Paulo,Executivo,Municipal,SMSP - Secretaria Municipal de Coordenação das Subprefeituras,Atendido,2015
5202,10520,2015-01-22,0,0,1,Controladoria Geral do Município de São Paulo,SPLA - Subprefeitura Lapa,1,São Paulo,Executivo,Municipal,SPLA - Subprefeitura Lapa,Atendido,2015
5203,10524,2015-01-22,1,0,1,Controladoria Geral do Município de São Paulo,SMG - Secretaria Municipal de Gestão,1,São Paulo,Executivo,Municipal,SMG - Secretaria Municipal de Gestão,Atendido,2015
5204,10525,2015-01-22,1,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5205,10526,2015-01-22,0,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5206,10527,2015-01-22,1,0,1,Controladoria Geral do Município de São Paulo,SMS - Secretaria Municipal da Saúde,1,São Paulo,Executivo,Municipal,SMS - Secretaria Municipal da Saúde,Atendido,2015
5207,10528,2015-01-22,0,0,1,Controladoria Geral do Município de São Paulo,SMC - Secretaria Municipal de Cultura,1,São Paulo,Executivo,Municipal,SMC - Secretaria Municipal de Cultura,Atendido,2015
5208,10529,2015-01-22,0,0,1,Controladoria Geral do Município de São Paulo,SPAD - Subprefeitura Cidade Ademar,1,São Paulo,Executivo,Municipal,SPAD - Subprefeitura Cidade Ademar,Atendido,2015
5209,10529,2015-01-26,0,0,1,Controladoria Geral do Município de São Paulo,SPAD - Subprefeitura Cidade Ademar,1,São Paulo,Executivo,Municipal,SPAD - Subprefeitura Cidade Ademar,Atendido,2015
5210,10529,2015-01-30,0,0,1,Controladoria Geral do Município de São Paulo,SPAD - Subprefeitura Cidade Ademar,1,São Paulo,Executivo,Municipal,SPAD - Subprefeitura Cidade Ademar,Atendido,2015
